,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,review_score_classific,sentimento
87377,58e10a090daf1afe16c7487d2d5baa5e,a39c7815a7969c5a2b73859f2b842f32,3,,"Uma das duas persianas veio com avarias e um padrão diferente da outra, fui muito bem atendido pela Amanda do SAC que esta resolvendo o problema que ainda se encontra em aberto. ",2017-06-10 00:00:00,2017-06-16 17:52:55,Na média,neutro
87378,fe46368cddb6bdaa71b7befdc673d24c,d077976b2620a58d80c6bb4bd721276b,4,,.,2018-04-11 00:00:00,2018-04-14 21:38:47,Acima da média,positivo
87383,73102d2612afbec826ffbebe1950392f,384cb810297edfa8442e7b06f4d4850f,3,,Muito bom,2017-04-29 00:00:00,2017-04-30 08:45:47,Na média,neutro
87384,755351eb5de2e54c52a5860eea9c0f66,1975dd8b555942e06089174b9f2a4928,5,,excelente produto. Minhas filhas amaram. Produto chegou antes do prazo.,2018-03-06 00:00:00,2018-03-09 13:54:43,Ótimo,positivo
87387,0f5ff2e3a405b8b012ac8962e72101b5,fd714cf385fe329f52a369941eb2d7f6,5,,O produto chegou correto e antes do prazo,2017-03-18 00:00:00,2017-03-19 14:15:50,Ótimo,positivo
87388,aed0eaefc0f5f417460dc50c00804c37,8f003b284055ebd824f3f4b259a49045,1,Encomenda em atraso,"targaryen não entrega no prazo, total descaso com o cliente!",2018-06-08 00:00:00,2018-06-08 10:19:56,Péssimo,negativo
87391,feb67056adfdd14de49535feb6a60dff,e05c5dd39353fdd625c7896938767124,5,,"muito rapido a compra, e a entrega tambem",2017-05-13 00:00:00,2017-05-16 01:15:36,Ótimo,positivo
87392,6ccef551dee54ceb59a39249f46dc78d,01786fff06f2f7e8a83950c4b3b424ea,5,,É um teclado prático e todo iluminado. Excelente para jogos.,2017-12-30 00:00:00,2017-12-31 16:43:38,Ótimo,positivo
87395,59cd5b4d3ed116674d06cdc612d12041,baf34be6cfe3f776452debc5836c7c4f,4,,gostei ,2017-08-15 00:00:00,2017-08-17 13:28:55,Acima da média,positivo
87403,3924dd0dd8ee88aa2b5b7f51b7484396,f886ca9715359489ac5ca62177ce61c9,4,muito bonito,Veio dentro do prazo e em ótimo estado,2018-08-12 00:00:00,2018-08-14 14:41:00,Acima da média,positivo
87407,c57a2cd878d7a933264237817bc7a2f4,6d7a9c1028453b6ee47863e588d93afd,5,,Muito contente com a prestaçao do serviço .,2018-02-18 00:00:00,2018-02-18 11:55:16,Ótimo,positivo
87408,32326836878aafde77e60f0577ac1177,9cbace8b4f2406f3a0a9c404d60a2328,1,Não funciona,"Boa tarde
Coloquei o cartão de memória no celular porém ele não está funcionando
Preciso devolver e quero outro no lugar",2018-04-26 00:00:00,2018-04-26 20:41:40,Péssimo,negativo
87414,ad75f3578f7e8da7f2cb2eb8889f7c6b,d1594d3b636b86cf4ce22e2ca650a55c,1,,"Não parece um tapete, parece um jogo americano de tão pequeno e fino ??",2018-06-08 00:00:00,2018-06-08 22:31:56,Péssimo,negativo
87415,089c5a7828304510e6a27aa1a427bc21,6ee905cf5305257ae2f097619fb0c827,5,,ADOREIIII VOU COMPRAR MAIS VEZES,2017-11-23 00:00:00,2017-11-27 12:10:17,Ótimo,positivo
87419,11e88bb07a2950e6c22800b29a4bd6c0,6439653c88076433f580f0ea995949ba,5,,"Foi entregue errado porque eu coloquei o número errado 
Então eu busquei no número que mandei ",2018-07-13 00:00:00,2018-07-17 01:49:51,Ótimo,positivo
87421,e724c0b0ea72526d2414e94ddf01f4ef,d20d521427100e96eb0298afc19d97f6,4,,marreta muiti ruim,2018-06-27 00:00:00,2018-06-28 15:09:42,Acima da média,positivo
87422,249493d6678195e3c588fa0e2c425858,90baa6d3d361db0998df0ce29f002777,5,,Bom,2017-12-21 00:00:00,2017-12-23 03:59:50,Ótimo,positivo
87425,17932636e1679540df3340c642fc1aa6,deefddf2c3d015db84f7769915719aae,4,,Entrega e produto conforme anuncio,2018-02-06 00:00:00,2018-02-09 20:50:23,Acima da média,positivo
87429,7d9da71ec31738461497b83d74eb75aa,0e66712947a6d0ae935240a304775a17,4,,"ótima compra, entrega rápida. recomendo",2018-04-18 00:00:00,2018-04-20 18:58:20,Acima da média,positivo
87432,70d5b7f19b7d90652715b50c78b73a8e,f2597992f6da6f545223c8f3aac0a681,5,,Nota 10,2017-12-10 00:00:00,2017-12-12 21:40:53,Ótimo,positivo
87436,3767e3dc9eb15a6068f16c56c5c88317,0ccec03928b91e74f73a46d5b77c60e5,4,,"muito bom,recomendo,entrega dentro do prazo...",2017-07-29 00:00:00,2017-08-01 10:31:04,Acima da média,positivo
87453,eaefede9a47cf2152be28ef70cd5b3ee,44628cfcb3b5de94aed835b088caf99a,5,,"Ótimo produto. Prático, moderno e com uma carga que dura bastante. ",2018-02-06 00:00:00,2018-02-07 04:09:20,Ótimo,positivo
87455,0b89db97b78e8a32cf537f263f4aeb65,bfcec6fcc6a68c5505537bb8a0a38039,1,,"Não cumpre o prazo de entrega,até agora não recebi o meu produto.",2018-04-08 00:00:00,2018-04-08 12:20:23,Péssimo,negativo
87457,14eef9d9e1f080386d5fd681e0007565,1b93c74fca59a2ccbd51e3fdcb15d36a,1,,"Comprei um carregador portátil de celular ele estava ligado na caixa, estragado não encaixa o cabo usb porta USB esta saltando, arranhado tb na trazeira. Aguardando a troca. ",2017-11-29 00:00:00,2017-11-30 12:08:40,Péssimo,negativo
87458,bfc454cecf80102adc9e44a02374e02d,d4b4050ad0885ce84603e34ee06201ca,5,Perfeito,"Tapete lindo, entrega bem antes do esperado!",2018-08-12 00:00:00,2018-08-13 21:58:01,Ótimo,positivo
87461,d81b3f1e904b9b30f2023a87227d03d2,59471e5f3a931a6b88ced311417896b4,3,,BOM,2018-03-16 00:00:00,2018-03-17 06:43:33,Na média,neutro
87462,adb435a541b0744689eda06e1cf9f8ac,996316cf1b7d0bf4a95a9b5f81d7f22a,1,,"Não recebi o produto que paguei via boleto e até agora ninguém me respondeu, nem mesmo as lannister! Devo acionar o Procon? Quero meu dinheiro de volta ou o produto com urgência.",2017-10-15 01:00:00,2017-10-17 02:30:38,Péssimo,negativo
87463,4f7310a2066271aaba8a3cb0b186c1aa,7e41633529000f80967da24083bb6c1c,5,Ótimo ,Produto muito bom!! Adorei!!!,2018-08-03 00:00:00,2018-08-06 20:09:59,Ótimo,positivo
87464,25ad4b5961257d898d175d0b0a9a24c1,cfd1ec4b19410ea11aeb847b699f281a,4,,Nota 10,2017-09-05 00:00:00,2017-09-06 14:25:33,Acima da média,positivo
87466,16076b67965b62189564a16513d61100,4351879fb74d0a37b9c8dad7ba7e59de,2,,O produto não foi entrgue anda e não recebíamos nenhum contato da Empresa justificando o motivo da não entrega do produto,2017-11-02 00:00:00,2017-11-02 13:47:28,Abixo da média,negativo
87471,e6465a10223474ad14cb39f521d48e1b,0a0ae1b561eab534493c5588efc5169c,5,,"Prezados,

Recebi o produto comprado em perfeito estado e dentro do prazo; recomendo esta empresa.

Att,


George Carvalho",2017-10-05 00:00:00,2017-10-09 14:38:00,Ótimo,positivo
87475,932335bc69d4bc3119dddee65fa9039a,c51603ecc4ee580792fb5970c88b2421,4,,"Produto excelente, o único problema foi com o correio, pois atrasaram mais de uma semana a entrega",2018-02-25 00:00:00,2018-02-27 10:17:30,Acima da média,positivo
87479,2c859cafc68da5e27b7d0bba7caa2b42,f104090fcd96c0b2ca8f9d818127ccf5,5,,O produto chegou antes do prazo previsto.,2018-02-15 00:00:00,2018-02-16 00:35:34,Ótimo,positivo
87481,e651b4cfb274b89083981ddb5b71044c,0daa8301819941dd352fe651f9fa70d5,5,,falar sobre a loja lannister e chover no molhado parabens,2018-04-13 00:00:00,2018-04-14 00:51:15,Ótimo,positivo
87486,99d404334e39f97364ab03aca2d1246c,f9a14504eda279e33148ab16f0b231e8,3,,"pena que tem que comprar só uma unidade, somando-se ao frete fica caro.",2017-03-15 00:00:00,2017-03-23 11:49:49,Na média,neutro
87496,0ab684b87ee41e7d4ab0f4f48cf952e3,b510a3b0e7d3af5d6a6021fb316dc676,5,,"sempre rápido na entrega, parabéns pela eficiência do baratheon ",2018-01-28 00:00:00,2018-01-28 14:04:12,Ótimo,positivo
87501,a08667f9a2789182c294ace233e409ee,3cda13d682be73f01bd057ed2a998c86,3,,Produto ok,2017-06-15 00:00:00,2017-06-16 08:34:02,Na média,neutro
87504,18dba6b0d5c72baa4266ada011196758,79a29a6cac0403ad0d0b5390f5bbf1fa,5,Muito bom,Foi muito bom comprar pelo site parabéns ,2018-08-10 00:00:00,2018-08-11 01:04:12,Ótimo,positivo
87512,799bc9c3f0c2e743fb074309fb0db8e5,5444e454a2f7460db710141b6ee93990,5,,entrega rapida,2017-03-10 00:00:00,2017-03-10 13:38:17,Ótimo,positivo
87515,0b67a3a58fbcc3535d0fc6ce5de4e8a0,b04d84637e699400841a0140b25cf027,5,,"foi bem rápido a entrega
estou satisfeita",2017-11-17 00:00:00,2017-11-18 13:18:23,Ótimo,positivo
87516,ca5cd45e25f11aad8e4f5165c87e036a,9cd76a738c425b55aa860a6c5e469857,5,,Entrega antes do prazo e produto bem embalado. ,2017-03-25 00:00:00,2017-03-25 09:39:11,Ótimo,positivo
87518,6708a86931148ea7164e55c72a6c760b,80503508be2a3417d594a5d158c22ec1,5,super recomendo,otima mercadoria,2018-08-07 00:00:00,2018-08-08 10:43:16,Ótimo,positivo
87520,ffcf8e8532cb58a50531366ff84227b7,7eee54ba457fae7999f42b79f623fd66,1,Decepção ,"Compra em 29/04/18. Previsão de entrega em 18/05/18, o que já era um prazo excessivo para uma simples entrega de SP para BH (lembrando que o produto era apresentado como disponível). E até hoje nada.",2018-05-20 00:00:00,2018-05-23 20:42:20,Péssimo,negativo
87521,fdc2ee0da2fafb0d0b54fba02d3e7ac9,669d4be1c2a2cab7e5ec040bf54c5d91,1,Não recomendo,Comprei 3 produtos dessa loja e só recebi um. Sendo que não tenho nem como rastrear onde foi parar meus 2 produtos porque colocaram que eu recebi. Vou ter que entrar na justiça por danos,2018-04-27 00:00:00,2018-05-18 15:30:15,Péssimo,negativo
87523,82493da61abd22c9646ee92d01c5634a,e5220ef7f976cab4427f16a5e1d6c29c,5,EXCELENTE.,Chegou dentro do prazo recomendo sim. Vou coneçar a usar. Obrigada stark.,2018-05-11 00:00:00,2018-05-12 00:25:18,Ótimo,positivo
87527,7c9295939d16622941facdabd257de9d,646410b7c77f0bae163c4d4cbe4d78de,4,,Produto de boa qualidade ,2017-08-09 00:00:00,2017-08-10 12:19:21,Acima da média,positivo
87531,f5906e4b6d89ffacb647da57b0ad0a3d,4190ab61a7fced69f3ee84d1da1120cc,1,,"Minha compra ainda não chegou, não respeitam o prazo de entrega, não me atendem não me respondem. Total falta de respeito. ",2018-01-14 00:00:00,2018-01-16 13:34:18,Péssimo,negativo
87532,0d198f187cfdbee866dbd55b6bf2ab42,f5e55d131e51bd5f0dccc56c9096a951,1,Péssimo ,"Paguei duas luminárias e recebi só uma, estou tendando devolver desde o dia que recebi mais ate agora nada",2018-05-08 00:00:00,2018-05-10 12:42:20,Péssimo,negativo
87534,7576be55108ae2cb3c7b112d76ab6840,630fef4cb38a0f9fce00a6b096243942,5,Ok,Ok,2018-06-29 00:00:00,2018-06-29 17:33:19,Ótimo,positivo
87537,ed0c0e2857e70873fad29ed1ff5253d4,232674aa2334edfdd9c2dbe346291712,2,,"oi e como fica o produto,que ate agora não chegou.",2017-11-29 00:00:00,2017-11-29 19:06:59,Abixo da média,negativo
87538,dc3e103632ee9834f935d648898b075e,9d6e82d895f71ace96e14e85f57bcdf7,4,,"O Produto chegou muito rápido! Entrega antes do prazo, faz apenas um dia que estou usando, até o momento está funcionando bem, porém faz um barulho desagradável e enjoado. Não sei se isso é normal...",2017-12-07 00:00:00,2017-12-10 23:46:34,Acima da média,positivo
87539,63c7150701645f360c876709c172ebd3,f93d4438f5a4fcb8c83d71dc594437f9,5,,"ótimo material, bastante prático",2017-04-20 00:00:00,2017-04-25 11:08:36,Ótimo,positivo
87541,ee038e90f6f2a97bc7ac8971d25ef31b,214957eabef2b509b290c836e9e97c03,5,,Veio antes do prazo e superou as expectativas. Muito bom.,2017-09-14 00:00:00,2017-09-15 11:22:30,Ótimo,positivo
87542,ba8729822a3a9b1556c9b0f5d38bb927,458661c70cd0af0cb182a2afb5033c8a,4,,Recebi o produto no prazo certo e estou super satisfeita . Era realmente o que eu esperava . ,2018-05-19 00:00:00,2018-05-30 04:26:31,Acima da média,positivo
87546,8113fac870c3093860e8deeac2ef8520,ad926ae0ce086bc0ae23f92128253ede,4,,"Parabéns pelo prazo.
",2018-02-06 00:00:00,2018-02-07 14:01:36,Acima da média,positivo
87547,68102985a1f3242549493f7a4c0511e6,86bd8f13f08f856936e7b6c676445c67,5,,otima,2017-06-15 00:00:00,2017-06-18 19:00:49,Ótimo,positivo
87549,de9427387f9b813711ebb08b973bacb2,d664b2039deb4f567ef5367877766cf6,3,,"gostaria muito de dizer que estou satisfeito,produtos entregue faltando item,no momento nao recomendo",2017-12-16 00:00:00,2017-12-17 18:21:19,Na média,neutro
87550,b59c0234fda1e97d84bbf03ef28e6947,e4a4383d0ef8c742a8c2c58be61b9722,3,,"Porque utiliza entrega pelos Correios e já tive vários problemas com entregas assim, nesse produto mesmo afirmaram que fizeram uma tentativa e não havia ninguém na residência, 3 adultos no local ",2017-11-23 00:00:00,2017-11-24 00:45:45,Na média,neutro
87553,d8b5d650c5ef91e995df38d4b0682112,01643942766bdec224d5593041f714e6,1,,"o cartucho não funciona na minha impressora hp, o chip do cartucho não é do mesmo tamanho dos cartuchos que servem para essa impressora, não e´compativel com hp 4280 , não é cartucho h 60 xl
",2017-08-23 00:00:00,2017-10-19 19:27:14,Péssimo,negativo
87554,7be841f0400cf0f9ea2a84b779b2d107,ee8e24472be0999597648d72577ae895,1,,"Não nada a declarar 
Não cumpre o que promete ",2018-03-11 00:00:00,2018-03-12 23:10:10,Péssimo,negativo
87558,d12e0861b33311ae996ead3a7160e71f,4c1fd23882ba19dd4163989a484ad75c,5,,O produto veio conforme a descrição e chegou antes da data prometida.,2017-12-09 00:00:00,2017-12-10 09:43:05,Ótimo,positivo
87559,9261605c60c0c5805e166aed6a663820,41bf1169cb9e21c201df1aedbcdb6b1f,5,,Me surpreendi com a rapidez. Estou bastante satisfeito. Parabéns,2017-02-16 00:00:00,2017-02-16 23:40:14,Ótimo,positivo
87560,54bc32cfeb199be3b8cbbfeeda7a9be4,feb78522c340542b5481b11a97a301e1,5,Ótimo ,Entrega antes do prazo ,2018-08-03 00:00:00,2018-08-04 14:15:49,Ótimo,positivo
87565,92c585d6e2802f46c8f12f813c642c78,9af89743e7144e56b5e028a248174ef1,1,,O produto chegou no prazo! Mas o material é inferior não compensa o valor. Não recomendo ,2018-03-15 00:00:00,2018-03-15 20:34:23,Péssimo,negativo
87567,b16578c429108889aee3e04407ba0516,b13b0fdb62f3213d2d55a93da49c72a4,1,,Até a presente data o produto não foi entregue.,2018-04-15 00:00:00,2018-04-17 13:05:01,Péssimo,negativo
87569,7a3c0d017c47f97340f72fa04c32a3f2,e8051e65754422caf457412193df751d,5,,"Produto chegou em perfeito estado,e chegou antes do prazo,fiquei satisfeita.",2018-03-24 00:00:00,2018-03-24 09:52:58,Ótimo,positivo
87574,30d520bcb1aba1192ea50d4be0101063,27214261769c9a48e5294cfe2d9869d4,3,,Bom produto! ,2018-04-13 00:00:00,2018-04-14 11:52:25,Na média,neutro
87575,981c2269f16246ed60fb6b5b570f1024,97b22dcad89f4916db427544e655d1b2,1,,Não recebemos o produto e não recebemos o reembolso. Nem entraram em contato para dar satisfação.,2017-05-28 00:00:00,2017-05-29 11:45:26,Péssimo,negativo
87576,6f19f21c342d64f484be927a39ce421e,2dc89150e25e0d36a6b80cea3c8a1290,5,Recomendo,PRODUTO CHEGOU SUPER RÁPIDO.,2018-05-10 00:00:00,2018-05-13 03:29:59,Ótimo,positivo
87578,9443d3f8de21fcee6577eb2ac1b97780,c9feff2c5d40e5902787da6c586f42f2,1,,"Paguei por duas mantas e só recebi uma, portanto, considero que o pedido foi entregue parcialmente. Solicito que o erro seja sanado.",2018-04-24 00:00:00,2018-04-24 18:22:11,Péssimo,negativo
87583,1660f03216abe6a5659fe263b6467d29,74679da034802e519a33e412d6b3fba2,5,,Tudo ocorreu conforme a compra.,2017-11-21 00:00:00,2017-11-28 11:32:58,Ótimo,positivo
87586,7abecb6f7ce00a296c99ffebf28ebf32,fd9f784391898343d5de70ad1eb32d74,5,,Ainda não abri,2018-08-14 00:00:00,2018-08-14 23:34:30,Ótimo,positivo
87587,740b247eb84b081a1e3a89f33f897bfc,a8f6d89fa954e7d94c69fd13b6a71327,5,Super Recomendo,"Meu produto chegou bem embalado e antes do prazo, adorei.",2018-05-12 00:00:00,2018-05-14 14:57:45,Ótimo,positivo
87591,9e8d07ad8482ca62836b87805782d682,b5a38afc36fef9a2e97d2c96be884aea,1,,"COMPREI 3 INTENS E OS CORREIOS SÓ ENTREGARAM DOIS COMO SEGUE:
PP 227 982 890 BR
PP 227 982 909 BR

ATÉ AGORA O 3º ITEM NADA.",2018-02-03 00:00:00,2018-02-05 11:55:07,Péssimo,negativo
87598,57e5c59617127cf4b024aaae61829894,6ed7913722200b05e7d5df38f1ee777e,1,excelente,Profissionalismo,2018-08-16 00:00:00,2018-08-16 17:42:27,Péssimo,negativo
87601,02b160a7f6324f3492f25f0fe19b1b3c,e44e7464ba4c5118eda918839e5dc20d,1,,A entrega está atrasada e não tive qualquer informação pela empresa. ,2018-04-04 00:00:00,2018-04-04 11:11:27,Péssimo,negativo
87605,fa478ea9bca281d51da049afdab45b91,f35a3647da20a2e0ae698768b602652d,3,,"Recebi tudo normal, só que o produto não esta funcionando, ",2017-06-27 00:00:00,2017-06-28 22:05:57,Na média,neutro
87607,e997d6d2bd327b236d110d4889929903,e006227af733ca3bcba32f5577afd6d6,5,,Entrega rápida!,2018-01-06 00:00:00,2018-01-06 20:30:39,Ótimo,positivo
87610,29a7912edf7023a5d08f748660fef330,c806951ed2556522be8fbace2f4d36cb,5,,"Top super pontual..

",2017-08-09 00:00:00,2017-08-14 01:37:39,Ótimo,positivo
87612,337872886f4cb03eb5c29d5a4686fc7f,0cd5a59b77b1409abb6f791b2322b910,2,,"Gostei do produto chegou antes do prazo, mas fiquei triste pq eu tinha feito um pedido antes e foi cancelado recebo um email que tinha sido cancelado por divergências cadastrais super triste.. ",2017-09-26 00:00:00,2017-09-26 22:22:16,Abixo da média,negativo
87614,6189a21f3616543bc8713240134abc90,1331dc8ffa1f74d72675d852ab80ce27,5,,produto de acordo com as expectativas ,2018-02-23 00:00:00,2018-02-27 19:57:12,Ótimo,positivo
87620,6b7816336ad2d0060a74817b615a0acf,c069094e56b975a886bc7c6817fe0887,5,Bom,Muito rápido,2018-08-25 00:00:00,2018-08-26 10:14:05,Ótimo,positivo
87622,4139a22a8351b3c86a6b735b0b61a5cf,3c2162c803440f60242b30f84d448ee8,5,,"Indico esta loja, o produto foi entregue no prazo e sem burocracia. ",2017-12-14 00:00:00,2017-12-15 21:20:08,Ótimo,positivo
87623,e50e106e02094debb6ad4f854fa21509,e1090e366ab626c68ca02d56a6dd1821,5,,muito bom comprar em uma loja confiável,2017-11-23 00:00:00,2017-12-03 22:18:18,Ótimo,positivo
87624,0ba1773937a32e3271d1cf5e4d77b21e,c87addc63adfeea74ce7b7de9d99d161,5,Excelente,"Recomendo a loja, pois cumpriu com o pactuado.",2018-05-12 00:00:00,2018-05-14 13:07:58,Ótimo,positivo
87628,300e38d0e60064589ab69142cc38883a,0ec4af8420f96af137f9b52194956497,4,Head Set Xbox one,"produto chego antes do prazo de entrega, mas notei que a caixa estava bem danificada, não vou poder reotilizar a caixa para guarda o produto isso é uma pena porque a embalagem é bem bonita",2018-08-03 00:00:00,2018-08-10 13:23:29,Acima da média,positivo
87629,d79e6cac2ec6fe4bb0d2265096e814fa,e659b8223be6f632acb24fb80cf50ca9,5,,ESPETACULAR.,2017-12-09 00:00:00,2017-12-09 22:07:31,Ótimo,positivo
87630,48226129e94569f50ad8ec75de65c8f6,2a227abd483c2d9897e7d7f8dd4a883e,5,Bom ,Foi entregue no prazo certo ,2018-04-27 00:00:00,2018-04-28 02:45:41,Ótimo,positivo
87631,2fe318465e4f08947a138d832ac96c3f,844ec50f4de4b51c2905edc92cfff82d,5,,"Gostei do Produto, veio exatamente como na imagem, bem grande e pelo preço esta muito bom.
recomendaria só a troca do rolamento por um melhor quando comprarem",2017-11-29 00:00:00,2017-11-30 12:11:37,Ótimo,positivo
87635,1ba62f464011208eaf7faaffff7b2c1a,45ef0cf6b60d59760bc550fe33d12570,5,,Produto ótimo e entrega da Loja targaryen maravilhosa!,2017-09-26 00:00:00,2017-09-26 23:45:43,Ótimo,positivo
87639,9f472b5efd4c48012719e49e4a8c0ae6,0203892ed7a2b76401830f4b82a5a34c,5,,Produto entregue bem antes do prazo. Muito bom. Indico. ,2017-07-12 00:00:00,2017-07-12 23:31:11,Ótimo,positivo
87640,47e386fab69c5efd0e1fd576b7e88326,f6435b28da9f2c03528a41386144a403,4,,rewcomendo a loja,2018-04-07 00:00:00,2018-04-08 20:03:34,Acima da média,positivo
87641,d5c2937f1339f083e1bd20a2709cf553,e009b6b041176283c1422066465c9080,5,Otimo,"Entrega rápida, tudo lindo e perfeito ",2018-06-29 00:00:00,2018-06-29 18:40:10,Ótimo,positivo
87643,bd56ed5264bd22aa8811304835b8aaba,78462cf509142618ab317d7106e8919d,3,"Bom, mas tem problemas","Muito bonito e com ótimo custo benefício, mas veio com algumas costuras soltas",2018-05-23 00:00:00,2018-05-28 22:24:41,Na média,neutro
87644,6a3b79897eba9ff0de829eb1570b98b3,00b1861aeb89afa498404c684148a619,3,falta de mercadoria,Esclareço que a entrega veio incompleta faltando 01 capa de chuva. solicito providências.,2018-08-16 00:00:00,2018-08-16 22:33:57,Na média,neutro
87646,a26e963d873775389ca30af15e7694fb,4517217f6929827c965b96a34e5ffbaf,2,,"Produto veio mal lacrado, derrubou tinta em tudo",2018-03-01 00:00:00,2018-03-01 20:30:44,Abixo da média,negativo
87652,da04c1f51928bec3f6b327555dc0ae64,fcabe539367ad08049d814361278560b,1,,recebi o produto errado e pedi a devolução já faz Muitos dias porém ninguém me respondeu até hoje. Estou até agr com o produto errado.,2018-01-23 00:00:00,2018-02-05 12:30:29,Péssimo,negativo
87654,a42830cfaa99e52ca583f21d91b81dcf,2dd5bcfb8c66b22a80ffe45078eb2a99,1,,não recebi o produto até agora,2017-03-31 00:00:00,2017-04-01 17:12:14,Péssimo,negativo
87655,41169625beb2255f7230003614931654,00c763284c0056eed753352f5559ff0a,4,****,nada a declarar por enquanto.,2018-06-14 00:00:00,2018-06-18 14:10:59,Acima da média,positivo
87656,2afa56801dda11f04f8e2edbfee9edf0,1db3715533e603dd564cc484cdcf99fd,4,5,Gostei foi do jeito que estava na foto,2018-08-18 00:00:00,2018-08-19 01:35:42,Acima da média,positivo
87658,4197a6ffb37770e141137959e2d60769,72924fab02f94a383308f2c45c916ee8,4,8,gOSTO MUITO DO baratheon MAIS FIQUEI TRISTE PORQUE ATÉ HOJE NÃO RECEBI,2018-05-24 00:00:00,2018-06-28 20:52:02,Acima da média,positivo
87660,fa76acc8c83131372304f1bc00fb21d5,56610fa87188c93ee5993a5e98a7b092,3,,Apenas obtive uma informação errada e comprei um produto fora da especificação..mas no geral quanto a empresa e prazo nota 10..,2018-08-31 00:00:00,2018-09-01 11:12:44,Na média,neutro
87664,8f6851941a83caa765dcc71bec613d05,014ffbfe2df4c96a2b063d084583978f,2,,"Comprei o relógio com a borda azul, conforme o anúncio aqui no site e chegou com a borda amarela e botões. ",2017-12-08 00:00:00,2017-12-09 00:34:19,Abixo da média,negativo
87666,0b71ecc3c619a193f80dc197c0f9e1d7,ee75b742f1f1b17653750c0b6f0bbbac,5,,Um produto muito bom! gostei muito ...,2018-03-28 00:00:00,2018-03-31 01:56:57,Ótimo,positivo
87667,df6b486c31a3fe67f30cd053a3b91dbf,8c224eb700e9dd039606fbfd1ca725f5,3,Estou com um problema,"Comprei esse cabo e o monitor g2460pf e n estou conseguindo atingir os 144hz do monitor, preciso de suporte.",2018-05-19 00:00:00,2018-05-20 13:31:38,Na média,neutro
87668,69e693eea0bcb9cc70d1ce0662cbfe4f,77c820f0779ad518a4a2c6ddba08477c,5,,"Sempre compro nas Lojas lannister e nunca tive problemas com seus parceiros. E até o momento, sempre recomendarei porque as entregas são rápidas e eficientes.",2017-11-14 00:00:00,2017-11-17 03:10:35,Ótimo,positivo
87673,d59ec5259cc47df14c73fd5fcca50ef8,69a1da5ee773fe4d68b8e27567e2185c,3,Ok,"Na minha opinião não veio exatamente o que pede, pois não vei os dois conectores vermelhos,,,mas deu certo",2018-05-01 00:00:00,2018-05-01 19:35:56,Na média,neutro
87676,9b5d1251f722a4e716e1ea46cd0d0257,3cc3880ee6731dbeea8ec3d2d9f5b24a,5,Bom e no prazo ,Recomendo ,2018-08-18 00:00:00,2018-08-18 23:01:26,Ótimo,positivo
87678,870afd7ff4a08dd743dc86f31216198f,3a73856e2f2c866a815c475a95832765,5,Tudo excelente,"Teclado chegou e funciona em todos os aparelho, menos no macbook pro, que era pra o que eu queria. Mas ok. Era um risco que eu corria. Mas o atendimento foi excelente e tudo veio como esperado",2018-04-25 00:00:00,2018-05-02 17:27:08,Ótimo,positivo
87682,a6366cdbe7350feae0e0b038d393d997,3619a073d29c01c4cfb83078a695f13e,4,,"Bom dia. Quero agradecer a rapidez com que foi entregue o meu pedido. Eu havia solicitado na cor prata e veio no branco mas como não destoou dos tons da minha cozinha, fiquei com o branco mesmo! abçs!",2018-03-06 00:00:00,2018-03-10 12:31:38,Acima da média,positivo
87683,59ba34ca30a4a355aed075982cfa55e1,4065c0062f606b943e2fef1d5454ce80,1,,Era para receber o produto até 19/3 e age hoje (23/3) não recebi e não sei o motivo ,2018-03-21 00:00:00,2018-03-23 09:49:09,Péssimo,negativo
87685,debacc32ea0ee21dbc6dbc3dd5b1fc32,8798b3a8e3d4a597bcde0dab8ad1de17,5,,"Chegou antes do esperado, produto correto ",2018-04-14 00:00:00,2018-04-14 18:36:33,Ótimo,positivo
87687,1603495a25a10d5d99126ceaf5a249b3,f19f30f5a7f8617f580ec6633c0c8c6e,4,,Gostei do produto e do pronto atendimento. Tudo ok. ,2017-12-09 00:00:00,2017-12-09 23:45:23,Acima da média,positivo
87688,124417371f543ee236aef75b02bdee6d,12734d5805fd317dc486f3630fd82bcb,1,,Recebi um produto totalmente diferente da compra realizada ,2017-06-21 00:00:00,2017-06-24 18:07:22,Péssimo,negativo
87689,ba5716028a59719c4507b8a3c8a697de,0231f6b89e5798ff6c0dfb1e18a94da9,5,Maravilhosa a qualidade,"Muito boa a cadeira, ótima qualidade,e clara a explicação pra montagem.
",2018-08-18 00:00:00,2018-08-19 03:15:21,Ótimo,positivo
87702,a9216f071ef77ad2d1c43c1c310c1a27,1f146ef2973ac65116ed3fcd8c27d507,5,,otimo produto,2017-08-11 00:00:00,2017-08-14 23:50:15,Ótimo,positivo
87706,1e49bf86f3a74d7f75c491e2327da877,373f8831c38f949e1a6bbc1af1e4a72b,4,,"Muito bom, recomendo!",2018-02-16 00:00:00,2018-02-25 22:16:27,Acima da média,positivo
87708,1c697d69e49dec3437270a6a9e104484,d13968a3d7333c0ea002f500594b9925,5,,Tudo certo! Amei o produto!,2017-05-13 00:00:00,2017-05-16 03:26:33,Ótimo,positivo
87709,f861afe168370ae9cae1e2053f7552d2,758fb6b15afa409ae42ff3103bfe080a,5,,Produto conforme descrito.,2017-05-13 00:00:00,2017-05-16 12:14:06,Ótimo,positivo
